Name,Branch,Year,CGPA, bool,div,Mob no.,Blood group,xyz,pqr
text3067,branch3067,2023-02-22 12:51:25.888909,42,True,text3067,branch3067,2023-02-22 12:51:25.888911,67,False
text3068,branch3068,2023-02-22 12:51:25.888914,81,False,text3068,branch3068,2023-02-22 12:51:25.888916,60,True
text3069,branch3069,2023-02-22 12:51:25.888918,85,False,text3069,branch3069,2023-02-22 12:51:25.888920,13,True
text3070,branch3070,2023-02-22 12:51:25.888922,80,True,text3070,branch3070,2023-02-22 12:51:25.888927,35,False
text3071,branch3071,2023-02-22 12:51:25.888930,73,False,text3071,branch3071,2023-02-22 12:51:25.888932,75,False
text3072,branch3072,2023-02-22 12:51:25.888934,94,False,text3072,branch3072,2023-02-22 12:51:25.888936,46,False
text3073,branch3073,2023-02-22 12:51:25.888938,65,False,text3073,branch3073,2023-02-22 12:51:25.888941,68,True
text3074,branch3074,2023-02-22 12:51:25.888946,87,False,text3074,branch3074,2023-02-22 12:51:25.888948,19,False
text3075,branch3075,2023-02-22 12:51:25.888950,12,False,text3075,branch3075,2023-02-22 12:51:25.888952,97,True
text3076,branch3076,2023-02-22 12:51:25.888955,97,True,text3076,branch3076,2023-02-22 12:51:25.888957,51,False
text3077,branch3077,2023-02-22 12:51:25.888959,39,True,text3077,branch3077,2023-02-22 12:51:25.888961,92,True
text3078,branch3078,2023-02-22 12:51:25.888963,62,False,text3078,branch3078,2023-02-22 12:51:25.888966,97,True
text3079,branch3079,2023-02-22 12:51:25.888968,55,False,text3079,branch3079,2023-02-22 12:51:25.888970,63,False
text3080,branch3080,2023-02-22 12:51:25.888975,23,True,text3080,branch3080,2023-02-22 12:51:25.888977,53,False
text3081,branch3081,2023-02-22 12:51:25.888979,67,True,text3081,branch3081,2023-02-22 12:51:25.888982,77,False
text3082,branch3082,2023-02-22 12:51:25.888984,100,True,text3082,branch3082,2023-02-22 12:51:25.888986,10,False
text3083,branch3083,2023-02-22 12:51:25.888988,63,False,text3083,branch3083,2023-02-22 12:51:25.888990,11,True
text3084,branch3084,2023-02-22 12:51:25.888993,96,False,text3084,branch3084,2023-02-22 12:51:25.888995,76,False
text3085,branch3085,2023-02-22 12:51:25.888997,67,False,text3085,branch3085,2023-02-22 12:51:25.888999,12,True
text3086,branch3086,2023-02-22 12:51:25.889002,87,False,text3086,branch3086,2023-02-22 12:51:25.889006,29,True
text3087,branch3087,2023-02-22 12:51:25.889009,33,False,text3087,branch3087,2023-02-22 12:51:25.889011,81,True
text3088,branch3088,2023-02-22 12:51:25.889013,63,True,text3088,branch3088,2023-02-22 12:51:25.889015,35,False
text3089,branch3089,2023-02-22 12:51:25.889017,22,False,text3089,branch3089,2023-02-22 12:51:25.889020,42,True
text3090,branch3090,2023-02-22 12:51:25.889022,88,True,text3090,branch3090,2023-02-22 12:51:25.889033,22,True
text3091,branch3091,2023-02-22 12:51:25.889036,64,True,text3091,branch3091,2023-02-22 12:51:25.889038,53,False
text3092,branch3092,2023-02-22 12:51:25.889040,80,False,text3092,branch3092,2023-02-22 12:51:25.889042,31,False
text3093,branch3093,2023-02-22 12:51:25.889045,71,False,text3093,branch3093,2023-02-22 12:51:25.889047,98,True
text3094,branch3094,2023-02-22 12:51:25.889049,44,True,text3094,branch3094,2023-02-22 12:51:25.889051,99,True
text3095,branch3095,2023-02-22 12:51:25.889054,37,False,text3095,branch3095,2023-02-22 12:51:25.889056,32,False
text3096,branch3096,2023-02-22 12:51:25.889058,36,False,text3096,branch3096,2023-02-22 12:51:25.889061,19,True
text3097,branch3097,2023-02-22 12:51:25.889063,93,False,text3097,branch3097,2023-02-22 12:51:25.889065,25,True
text3098,branch3098,2023-02-22 12:51:25.889067,20,True,text3098,branch3098,2023-02-22 12:51:25.889069,47,False
text3099,branch3099,2023-02-22 12:51:25.889071,49,False,text3099,branch3099,2023-02-22 12:51:25.889078,88,True
text3100,branch3100,2023-02-22 12:51:25.889080,77,True,text3100,branch3100,2023-02-22 12:51:25.889083,27,False
text3101,branch3101,2023-02-22 12:51:25.889085,65,False,text3101,branch3101,2023-02-22 12:51:25.889087,70,True
text3102,branch3102,2023-02-22 12:51:25.889089,42,True,text3102,branch3102,2023-02-22 12:51:25.889091,18,True
text3103,branch3103,2023-02-22 12:51:25.889094,93,False,text3103,branch3103,2023-02-22 12:51:25.889096,36,False
text3104,branch3104,2023-02-22 12:51:25.889098,94,True,text3104,branch3104,2023-02-22 12:51:25.889100,13,False
text3105,branch3105,2023-02-22 12:51:25.889102,95,False,text3105,branch3105,2023-02-22 12:51:25.889104,83,False
text3106,branch3106,2023-02-22 12:51:25.889106,97,True,text3106,branch3106,2023-02-22 12:51:25.889108,29,False
text3107,branch3107,2023-02-22 12:51:25.889110,97,True,text3107,branch3107,2023-02-22 12:51:25.889112,95,True
text3108,branch3108,2023-02-22 12:51:25.889114,24,False,text3108,branch3108,2023-02-22 12:51:25.889116,21,False
text3109,branch3109,2023-02-22 12:51:25.889119,44,False,text3109,branch3109,2023-02-22 12:51:25.889121,38,False
text3110,branch3110,2023-02-22 12:51:25.889123,78,False,text3110,branch3110,2023-02-22 12:51:25.889125,44,False
text3111,branch3111,2023-02-22 12:51:25.889127,53,False,text3111,branch3111,2023-02-22 12:51:25.889130,85,True
text3112,branch3112,2023-02-22 12:51:25.889136,97,False,text3112,branch3112,2023-02-22 12:51:25.889141,61,True
text3113,branch3113,2023-02-22 12:51:25.889143,55,True,text3113,branch3113,2023-02-22 12:51:25.889145,55,True
text3114,branch3114,2023-02-22 12:51:25.889147,24,True,text3114,branch3114,2023-02-22 12:51:25.889149,30,False
text3115,branch3115,2023-02-22 12:51:25.889152,68,False,text3115,branch3115,2023-02-22 12:51:25.889154,94,True
text3116,branch3116,2023-02-22 12:51:25.889156,44,True,text3116,branch3116,2023-02-22 12:51:25.889158,39,False
text3117,branch3117,2023-02-22 12:51:25.889160,13,False,text3117,branch3117,2023-02-22 12:51:25.889162,47,False
text3118,branch3118,2023-02-22 12:51:25.889165,18,True,text3118,branch3118,2023-02-22 12:51:25.889167,48,False
text3119,branch3119,2023-02-22 12:51:25.889169,19,True,text3119,branch3119,2023-02-22 12:51:25.889171,52,False
text3120,branch3120,2023-02-22 12:51:25.889173,70,False,text3120,branch3120,2023-02-22 12:51:25.889175,87,True
text3121,branch3121,2023-02-22 12:51:25.889178,55,True,text3121,branch3121,2023-02-22 12:51:25.889180,44,True
text3122,branch3122,2023-02-22 12:51:25.889182,38,True,text3122,branch3122,2023-02-22 12:51:25.889184,51,False
text3123,branch3123,2023-02-22 12:51:25.889186,13,True,text3123,branch3123,2023-02-22 12:51:25.889189,24,False
text3124,branch3124,2023-02-22 12:51:25.889192,32,True,text3124,branch3124,2023-02-22 12:51:25.889197,56,False
text3125,branch3125,2023-02-22 12:51:25.889199,33,False,text3125,branch3125,2023-02-22 12:51:25.889201,77,False
text3126,branch3126,2023-02-22 12:51:25.889203,89,True,text3126,branch3126,2023-02-22 12:51:25.889206,27,False
text3127,branch3127,2023-02-22 12:51:25.889208,64,False,text3127,branch3127,2023-02-22 12:51:25.889210,45,True
text3128,branch3128,2023-02-22 12:51:25.889212,48,True,text3128,branch3128,2023-02-22 12:51:25.889214,53,False
text3129,branch3129,2023-02-22 12:51:25.889216,97,True,text3129,branch3129,2023-02-22 12:51:25.889218,21,True
text3130,branch3130,2023-02-22 12:51:25.889223,58,False,text3130,branch3130,2023-02-22 12:51:25.889226,93,False
text3131,branch3131,2023-02-22 12:51:25.889228,39,True,text3131,branch3131,2023-02-22 12:51:25.889230,65,True
text3132,branch3132,2023-02-22 12:51:25.889232,69,False,text3132,branch3132,2023-02-22 12:51:25.889234,63,False
text3133,branch3133,2023-02-22 12:51:25.889236,35,False,text3133,branch3133,2023-02-22 12:51:25.889238,50,True
text3134,branch3134,2023-02-22 12:51:25.889241,27,True,text3134,branch3134,2023-02-22 12:51:25.889243,71,True
text3135,branch3135,2023-02-22 12:51:25.889245,99,False,text3135,branch3135,2023-02-22 12:51:25.889247,29,False
text3136,branch3136,2023-02-22 12:51:25.889250,11,True,text3136,branch3136,2023-02-22 12:51:25.889252,93,True
text3137,branch3137,2023-02-22 12:51:25.889257,57,False,text3137,branch3137,2023-02-22 12:51:25.889259,22,False
text3138,branch3138,2023-02-22 12:51:25.889262,41,True,text3138,branch3138,2023-02-22 12:51:25.889264,63,False
text3139,branch3139,2023-02-22 12:51:25.889266,92,True,text3139,branch3139,2023-02-22 12:51:25.889268,41,True
text3140,branch3140,2023-02-22 12:51:25.889270,25,False,text3140,branch3140,2023-02-22 12:51:25.889272,98,True
text3141,branch3141,2023-02-22 12:51:25.889274,93,True,text3141,branch3141,2023-02-22 12:51:25.889277,28,True
text3142,branch3142,2023-02-22 12:51:25.889279,80,True,text3142,branch3142,2023-02-22 12:51:25.889281,63,True
text3143,branch3143,2023-02-22 12:51:25.889283,30,False,text3143,branch3143,2023-02-22 12:51:25.889285,48,True
text3144,branch3144,2023-02-22 12:51:25.889287,24,False,text3144,branch3144,2023-02-22 12:51:25.889290,94,False
text3145,branch3145,2023-02-22 12:51:25.889292,88,False,text3145,branch3145,2023-02-22 12:51:25.889294,22,True
text3146,branch3146,2023-02-22 12:51:25.889296,76,True,text3146,branch3146,2023-02-22 12:51:25.889298,27,False
text3147,branch3147,2023-02-22 12:51:25.889300,90,False,text3147,branch3147,2023-02-22 12:51:25.889302,21,False
text3148,branch3148,2023-02-22 12:51:25.889305,55,False,text3148,branch3148,2023-02-22 12:51:25.889307,45,False
text3149,branch3149,2023-02-22 12:51:25.889309,25,False,text3149,branch3149,2023-02-22 12:51:25.889313,50,False
text3150,branch3150,2023-02-22 12:51:25.889316,20,True,text3150,branch3150,2023-02-22 12:51:25.889318,22,True
text3151,branch3151,2023-02-22 12:51:25.889320,95,False,text3151,branch3151,2023-02-22 12:51:25.889322,30,True
text3152,branch3152,2023-02-22 12:51:25.889325,48,False,text3152,branch3152,2023-02-22 12:51:25.889327,53,True
text3153,branch3153,2023-02-22 12:51:25.889329,65,True,text3153,branch3153,2023-02-22 12:51:25.889331,38,False
text3154,branch3154,2023-02-22 12:51:25.889334,91,False,text3154,branch3154,2023-02-22 12:51:25.889338,60,True
text3155,branch3155,2023-02-22 12:51:25.889341,28,True,text3155,branch3155,2023-02-22 12:51:25.889343,12,True
text3156,branch3156,2023-02-22 12:51:25.889345,65,False,text3156,branch3156,2023-02-22 12:51:25.889347,55,False
text3157,branch3157,2023-02-22 12:51:25.889350,74,True,text3157,branch3157,2023-02-22 12:51:25.889352,31,True
text3158,branch3158,2023-02-22 12:51:25.889354,32,True,text3158,branch3158,2023-02-22 12:51:25.889356,75,True
text3159,branch3159,2023-02-22 12:51:25.889358,51,False,text3159,branch3159,2023-02-22 12:51:25.889360,12,True
text3160,branch3160,2023-02-22 12:51:25.889363,98,False,text3160,branch3160,2023-02-22 12:51:25.889365,85,True
text3161,branch3161,2023-02-22 12:51:25.889367,22,True,text3161,branch3161,2023-02-22 12:51:25.889369,44,True
text3162,branch3162,2023-02-22 12:51:25.889371,72,True,text3162,branch3162,2023-02-22 12:51:25.889377,48,True
text3163,branch3163,2023-02-22 12:51:25.889380,37,True,text3163,branch3163,2023-02-22 12:51:25.889382,22,False
text3164,branch3164,2023-02-22 12:51:25.889389,49,False,text3164,branch3164,2023-02-22 12:51:25.889391,71,False
text3165,branch3165,2023-02-22 12:51:25.889393,73,False,text3165,branch3165,2023-02-22 12:51:25.889396,81,False
text3166,branch3166,2023-02-22 12:51:25.889398,56,True,text3166,branch3166,2023-02-22 12:51:25.889400,83,False
text3167,branch3167,2023-02-22 12:51:25.889402,94,False,text3167,branch3167,2023-02-22 12:51:25.889404,66,False
text3168,branch3168,2023-02-22 12:51:25.889407,61,True,text3168,branch3168,2023-02-22 12:51:25.889409,31,False
text3169,branch3169,2023-02-22 12:51:25.889412,73,False,text3169,branch3169,2023-02-22 12:51:25.889416,82,True
text3170,branch3170,2023-02-22 12:51:25.889419,95,False,text3170,branch3170,2023-02-22 12:51:25.889421,26,False
text3171,branch3171,2023-02-22 12:51:25.889423,79,False,text3171,branch3171,2023-02-22 12:51:25.889425,49,False
text3172,branch3172,2023-02-22 12:51:25.889428,77,False,text3172,branch3172,2023-02-22 12:51:25.889430,11,False
text3173,branch3173,2023-02-22 12:51:25.889432,67,False,text3173,branch3173,2023-02-22 12:51:25.889434,36,True
text3174,branch3174,2023-02-22 12:51:25.889436,33,True,text3174,branch3174,2023-02-22 12:51:25.889439,16,False
text3175,branch3175,2023-02-22 12:51:25.889444,14,False,text3175,branch3175,2023-02-22 12:51:25.889446,12,True
text3176,branch3176,2023-02-22 12:51:25.889448,84,False,text3176,branch3176,2023-02-22 12:51:25.889450,33,False
text3177,branch3177,2023-02-22 12:51:25.889452,32,True,text3177,branch3177,2023-02-22 12:51:25.889455,56,False
text3178,branch3178,2023-02-22 12:51:25.889457,27,True,text3178,branch3178,2023-02-22 12:51:25.889459,43,True
text3179,branch3179,2023-02-22 12:51:25.889461,65,False,text3179,branch3179,2023-02-22 12:51:25.889463,91,True
text3180,branch3180,2023-02-22 12:51:25.889468,46,True,text3180,branch3180,2023-02-22 12:51:25.889471,12,True
text3181,branch3181,2023-02-22 12:51:25.889473,35,True,text3181,branch3181,2023-02-22 12:51:25.889475,92,False
text3182,branch3182,2023-02-22 12:51:25.889478,23,True,text3182,branch3182,2023-02-22 12:51:25.889480,70,True
text3183,branch3183,2023-02-22 12:51:25.889482,22,False,text3183,branch3183,2023-02-22 12:51:25.889484,48,True
text3184,branch3184,2023-02-22 12:51:25.889486,53,False,text3184,branch3184,2023-02-22 12:51:25.889488,75,False
text3185,branch3185,2023-02-22 12:51:25.889491,15,False,text3185,branch3185,2023-02-22 12:51:25.889493,56,False
text3186,branch3186,2023-02-22 12:51:25.889495,28,False,text3186,branch3186,2023-02-22 12:51:25.889497,56,False
text3187,branch3187,2023-02-22 12:51:25.889500,61,True,text3187,branch3187,2023-02-22 12:51:25.889505,86,False
text3188,branch3188,2023-02-22 12:51:25.889507,48,False,text3188,branch3188,2023-02-22 12:51:25.889509,97,True
text3189,branch3189,2023-02-22 12:51:25.889511,50,True,text3189,branch3189,2023-02-22 12:51:25.889513,38,False
text3190,branch3190,2023-02-22 12:51:25.889516,25,True,text3190,branch3190,2023-02-22 12:51:25.889518,99,True
text3191,branch3191,2023-02-22 12:51:25.889520,69,True,text3191,branch3191,2023-02-22 12:51:25.889523,21,True
text3192,branch3192,2023-02-22 12:51:25.889525,61,True,text3192,branch3192,2023-02-22 12:51:25.889527,48,True
text3193,branch3193,2023-02-22 12:51:25.889529,88,True,text3193,branch3193,2023-02-22 12:51:25.889531,75,False
text3194,branch3194,2023-02-22 12:51:25.889534,73,True,text3194,branch3194,2023-02-22 12:51:25.889536,53,False
text3195,branch3195,2023-02-22 12:51:25.889538,76,True,text3195,branch3195,2023-02-22 12:51:25.889540,29,False
text3196,branch3196,2023-02-22 12:51:25.889543,35,False,text3196,branch3196,2023-02-22 12:51:25.889548,18,True
text3197,branch3197,2023-02-22 12:51:25.889550,59,False,text3197,branch3197,2023-02-22 12:51:25.889552,59,False
text3198,branch3198,2023-02-22 12:51:25.889554,19,True,text3198,branch3198,2023-02-22 12:51:25.889557,65,False
text3199,branch3199,2023-02-22 12:51:25.889559,71,False,text3199,branch3199,2023-02-22 12:51:25.889561,39,False
text3200,branch3200,2023-02-22 12:51:25.889566,17,False,text3200,branch3200,2023-02-22 12:51:25.889568,36,True
text3201,branch3201,2023-02-22 12:51:25.889571,32,True,text3201,branch3201,2023-02-22 12:51:25.889573,41,False
text3202,branch3202,2023-02-22 12:51:25.889575,12,True,text3202,branch3202,2023-02-22 12:51:25.889578,21,True
text3203,branch3203,2023-02-22 12:51:25.889580,74,True,text3203,branch3203,2023-02-22 12:51:25.889582,45,False
text3204,branch3204,2023-02-22 12:51:25.889584,42,False,text3204,branch3204,2023-02-22 12:51:25.889586,81,False
text3205,branch3205,2023-02-22 12:51:25.889588,28,False,text3205,branch3205,2023-02-22 12:51:25.889590,50,True
text3206,branch3206,2023-02-22 12:51:25.889592,98,True,text3206,branch3206,2023-02-22 12:51:25.889594,28,False
text3207,branch3207,2023-02-22 12:51:25.889597,30,False,text3207,branch3207,2023-02-22 12:51:25.889599,26,False
text3208,branch3208,2023-02-22 12:51:25.889601,67,True,text3208,branch3208,2023-02-22 12:51:25.889603,39,False
text3209,branch3209,2023-02-22 12:51:25.889605,66,True,text3209,branch3209,2023-02-22 12:51:25.889607,65,True
text3210,branch3210,2023-02-22 12:51:25.889610,98,True,text3210,branch3210,2023-02-22 12:51:25.889612,37,True
text3211,branch3211,2023-02-22 12:51:25.889614,27,False,text3211,branch3211,2023-02-22 12:51:25.889616,76,False
text3212,branch3212,2023-02-22 12:51:25.889618,32,True,text3212,branch3212,2023-02-22 12:51:25.889623,10,False
text3213,branch3213,2023-02-22 12:51:25.889625,62,False,text3213,branch3213,2023-02-22 12:51:25.889627,65,False
text3214,branch3214,2023-02-22 12:51:25.889630,61,True,text3214,branch3214,2023-02-22 12:51:25.889633,38,True
text3215,branch3215,2023-02-22 12:51:25.889635,21,False,text3215,branch3215,2023-02-22 12:51:25.889637,35,False
text3216,branch3216,2023-02-22 12:51:25.889639,28,True,text3216,branch3216,2023-02-22 12:51:25.889642,88,False
text3217,branch3217,2023-02-22 12:51:25.889644,72,False,text3217,branch3217,2023-02-22 12:51:25.889646,94,False
text3218,branch3218,2023-02-22 12:51:25.889648,77,False,text3218,branch3218,2023-02-22 12:51:25.889650,57,True
text3219,branch3219,2023-02-22 12:51:25.889653,25,False,text3219,branch3219,2023-02-22 12:51:25.889655,11,True
text3220,branch3220,2023-02-22 12:51:25.889657,75,False,text3220,branch3220,2023-02-22 12:51:25.889659,43,True
text3221,branch3221,2023-02-22 12:51:25.889662,53,True,text3221,branch3221,2023-02-22 12:51:25.889664,36,False
text3222,branch3222,2023-02-22 12:51:25.889666,34,False,text3222,branch3222,2023-02-22 12:51:25.889668,13,True
text3223,branch3223,2023-02-22 12:51:25.889670,68,True,text3223,branch3223,2023-02-22 12:51:25.889673,82,False
text3224,branch3224,2023-02-22 12:51:25.889675,13,False,text3224,branch3224,2023-02-22 12:51:25.889677,99,True
text3225,branch3225,2023-02-22 12:51:25.889680,28,True,text3225,branch3225,2023-02-22 12:51:25.889686,94,False
text3226,branch3226,2023-02-22 12:51:25.889688,42,False,text3226,branch3226,2023-02-22 12:51:25.889691,73,False
text3227,branch3227,2023-02-22 12:51:25.889693,86,False,text3227,branch3227,2023-02-22 12:51:25.889695,24,False
text3228,branch3228,2023-02-22 12:51:25.889697,52,True,text3228,branch3228,2023-02-22 12:51:25.889699,97,True
